geoid20_x,FIPS,ShapeSTArea,ShapeSTLength,pop_below_100_pct,pop_below_200_pct,chd_pct,total_pop,snap_rate,Age Total population,Under 18 years,Percent Under 18 years,0-19 years,20 to 44 years,45 to 64 years,65 years and over,Percent 65 years and over,85 years and over,Hispanic or Latino,Percent Hispanic or Latino,Not Hispanic or Latino,geoid20_y
402403,6037402403,21876056.81,31893.74673,5.9580555,25.595806,3.311106,5703,1.7534631,5385,997,29.3,1542,2246,1159,438,5.9,54,3523,65.4,1862,402403
402404,6037402404,44033423.29,35801.85136,0,0,0.5701254,2513,3.9793077,2088,43,18.5,1203,885,0,0,8.1,0,539,25.8,1549,402404
402406,6037402406,12567423,14369.78508,19.420645,56.670746,4.5045047,4737,6.3331223,4736,1221,24.2,1387,1724,1063,562,13.1,31,3915,82.7,821,402406
402501,6037402501,10935142.17,16013.78629,19.698492,57.547737,4.8940067,5100,7.8431373,4868,1284,25.8,1629,1759,854,626,11.9,41,4236,87,632,402501
402504,6037402504,6462249.301,10587.75286,19.459658,58.853596,5.29563,2580,7.7519379,2509,597,27,713,682,695,419,7.7,38,1807,72,702,402504
402601,6037402601,11137846.13,17697.40125,22.047245,63.582676,5.1182628,2941,6.8004079,2892,694,23.8,785,1105,699,303,16.7,49,2419,83.6,473,402601
402602,6037402602,13424901.45,15377.50081,8.1198349,36.177685,5.1158299,4679,6.4116263,4824,970,24,1152,1267,1792,613,10.5,127,2986,61.9,1838,402602
402702,6037402702,16129395.72,18402.48577,44.238487,63.042233,4.5959597,5424,9.2182894,5018,1453,20.1,1605,2057,1125,231,12.7,29,4384,87.4,634,402702
402703,6037402703,11527439.48,18762.31956,11.398589,48.851093,4.1119862,5674,3.5248501,5448,2004,29,2115,1847,1074,412,4.6,65,4036,74.1,1412,402703
402706,6037402706,11429287.67,13791.64459,16.73341,38.930206,4.4031649,3782,18.508726,3629,845,25.2,954,1287,974,414,13.3,16,2799,77.1,830,402706
402801,6037402801,19587559.24,22078.38554,16.911308,51.416168,4.0895524,4918,20.333469,4815,1620,23.3,1745,1979,866,225,11.4,6,4318,89.7,497,402801
402803,6037402803,6784198.302,10582.25375,12.791728,49.660267,4.698276,3542,5.6465273,3567,1012,33.6,1164,1303,931,169,4.7,38,3201,89.7,366,402803
402804,6037402804,14189019.03,16159.22635,20.215256,55.357979,4.0850215,4387,4.5589242,4442,1391,28.4,1542,1663,988,249,4.7,65,3733,84,709,402804
402902,6037402902,19861682.88,20771.77906,20.865812,50.459354,4.7919054,7282,5.4929962,6853,1851,31.3,2038,2328,1435,1052,5.6,73,5195,75.8,1658,402902
402903,6037402903,17053651.16,16962.33475,23.495998,51.665375,4.8859935,3868,7.7559462,3556,929,27,1080,1185,826,465,15.4,79,2576,72.4,980,402903
402904,6037402904,20543582.63,20771.82903,11.555433,41.395477,4.4079194,3673,5.4451404,3671,1061,26.1,1129,1418,767,357,13.1,26,3084,84,587,402904
403316,6037403316,31323211.23,28487.48452,7.6291242,13.086454,4.3999252,7112,4.2182226,7039,1339,20.7,1526,1919,1988,1606,15.1,277,1195,17,5844,403316
403318,6037403318,36258881.61,30428.61511,10.309278,23.440933,4.0071063,5880,5.1020408,6250,1040,17.9,1258,1865,1617,1510,22.1,112,2016,32.3,4234,403318
403319,6037403319,24047582.16,19931.01829,7.1625977,19.092585,3.5964644,4273,7.0208282,4148,684,16.6,769,1413,1246,720,24.2,46,874,21.1,3274,403319
403320,6037403320,42162026.53,29224.04218,3.6918778,11.494712,3.596945,5301,1.8864365,5221,1125,16.5,1219,1077,1789,1136,17.4,99,807,15.5,4414,403320
403321,6037403321,68509266.87,41258.10797,10.949034,18.840071,4.2050209,5407,5.5483632,5536,884,21.5,1006,1780,1583,1167,21.8,210,1627,29.4,3909,403321
403323,6037403323,33887173.19,28119.5249,3.0445814,21.420805,3.9157989,5524,5.4308472,5551,1068,16,1286,1669,1807,789,21.1,25,752,13.5,4799,403323
403325,6037403325,184241977.9,84070.84613,5.6386652,14.077484,3.6137321,5103,5.8788948,4864,1258,20.2,1352,1353,1486,673,19.5,47,868,17.8,3996,403325
403326,6037403326,20641816.63,28079.02936,6.8837595,27.699917,5.4371004,2346,8.5251493,2434,506,25.9,564,738,634,498,13.8,33,800,32.9,1634,403326
403327,6037403327,95712656.99,59688.79591,8.723958,15.755208,4.580462,2394,12.531328,2431,365,20.8,385,692,868,486,20.5,35,816,33.6,1615,403327
403328,6037403328,30037951.76,32118.49628,3.9786856,28.472469,4.1104112,5742,3.4831069,5435,1130,15,1224,1761,1660,790,20,188,1170,21.5,4265,403328
403401,6037403401,24700325.16,31751.29605,9.6425762,14.120189,4.0074992,4893,2.043736,4895,1141,20.8,1254,1420,1230,991,14.5,53,1063,21.7,3832,403401
403402,6037403402,18698451.69,17632.48029,4.9014087,23.605635,4.8870912,3423,8.7642422,3292,640,23.3,726,1062,943,561,20.2,65,710,21.6,2582,403402
403403,6037403403,41949527.63,43277.10976,4.6466603,17.444336,3.7580886,5181,1.9301293,5228,857,19.4,959,1290,1470,1509,17,54,834,16,4394,403403
403408,6037403408,34118833.83,26149.63586,4.4165921,17.71113,3.8928118,6354,1.5738118,6156,986,16,1099,1646,1820,1591,18.3,95,1064,17.3,5092,403408
403409,6037403409,50422527.77,38745.78357,9.5515699,25.044844,4.3291206,4303,6.97188,4119,836,16,862,1204,1165,888,25.8,76,1023,24.8,3096,403409
403601,6037403601,52968675.99,38262.68513,8.7524042,20.060455,5.9947548,7557,2.6465528,7006,1286,,1434,2252,2150,1170,,194,4474,63.9,2532,403601
403702,6037403702,18428228.78,18852.85594,2.9710512,11.833418,5.3059897,4353,2.2972662,4084,849,18.4,926,1278,1263,617,16.7,54,1748,42.8,2336,403702
403721,6037403721,20440720,20616.63153,12.703191,26.148907,5.3879867,5430,12.891344,5469,928,19.6,1120,1769,1530,1050,23.1,177,3165,57.9,2304,403721
403722,6037403722,19410076.92,18585.34232,14.750883,44.488033,4.6118951,5558,8.9960413,5430,1350,17,1586,2094,1245,505,19.2,40,3509,64.6,1921,403722
403801,6037403801,20265004.04,21698.43923,13.975417,27.563562,4.1961036,5947,5.0445604,5653,1103,24.9,1131,2392,1595,535,9.3,79,3024,53.5,2629,403801
403802,6037403802,14034817.95,16185.9718,12.501854,33.679371,4.8998213,6681,7.4839096,6547,1351,19.5,1506,2384,1694,963,9.5,74,3637,55.6,2910,403802
403902,6037403902,22743652.42,18644.04375,9.8119383,20.114473,5.7114229,5268,5.6947608,5232,1432,20.8,1471,1567,1455,739,15.2,94,2739,52.4,2493,403902
404201,6037404201,9983439.763,13490.39447,22.098076,42.520172,4.4106169,3341,17.958694,3419,923,,1009,1301,822,287,,20,2648,77.4,771,404201
404203,6037404203,6941534.72,10591.14348,16.149696,37.761295,3.6076663,4391,2.2773855,4309,690,27,1226,1939,797,347,8.4,23,2718,63.1,1591,404203
404301,6037404301,11920269.58,13965.59288,24.275761,55.408875,5.3904281,5631,8.8794174,5920,1590,16,1746,2306,1287,581,8.1,58,5247,88.6,673,404301
404302,6037404302,6627701.893,10366.20052,5.7813911,40.108402,4.087678,2146,18.63933,2202,609,26.9,636,729,503,334,9.8,8,1606,72.9,596,404302
404401,6037404401,15612529.54,20034.49754,15.390448,30.755623,4.1174364,3779,7.9386082,3807,885,27.7,1052,1555,887,313,15.2,35,3141,82.5,666,404401
404402,6037404402,36231963.23,28016.45454,7.6156301,32.974483,4.90099,4685,4.2689433,4623,780,23.2,892,2013,1160,558,8.2,71,3541,76.6,1082,404402
404501,6037404501,8666861.292,14072.7771,12.518854,39.932125,4.6867042,2989,10.036801,2786,663,16.9,843,1050,636,257,12.1,0,2500,89.7,286,404501
404503,6037404503,7069231.066,10733.02944,10.328467,32.627739,4.3000479,2812,3.5561879,2875,606,23.8,693,1063,697,422,9.2,56,1888,65.7,987,404503
404504,6037404504,7236360.561,10783.27789,21.280909,50.526955,4.4121604,5026,7.9586153,5291,1124,21.1,1359,2414,1001,517,14.7,61,3811,72,1480,404504
404701,6037404701,18376054.71,18332.12539,5.8903184,32.193634,4.4063926,5787,5.1840334,5646,1116,,1225,2056,1525,840,,138,4352,77.1,1294,404701
404702,6037404702,12445835.19,16228.6206,12.629056,43.123158,4.1937819,5046,13.872375,4807,929,19.8,1130,1669,1287,721,14.9,60,2894,60.2,1913,404702
404703,6037404703,13831309.59,24076.38187,15.183572,47.293091,4.717854,3282,6.0938454,3189,764,19.3,926,1234,716,313,15,25,2557,80.2,632,404703
404804,6037404804,10196696.7,13780.65037,14.740693,32.580158,5.1051049,4396,4.5495906,4487,1150,24,1419,1401,1065,602,9.8,47,3290,73.3,1197,404804
404805,6037404805,4829747.789,8782.803169,12.296681,46.519192,5.1106429,2795,10.733453,2972,653,25.6,785,1109,687,391,13.4,66,2124,71.5,848,404805
404806,6037404806,16462801.57,19364.10613,10.190981,35.194992,4.5292282,6085,11.503697,5862,1279,22,1502,2090,1351,919,13.2,152,4538,77.4,1324,404806
404903,6037404903,5870169.231,10537.56952,11.262798,39.206486,4.2239685,2366,16.90617,2520,602,20,645,832,787,256,16.6,51,1639,65,881,404903
405001,6037405001,18341729.54,19350.7814,16.59239,36.612957,4.2025638,5691,3.5143209,5621,1066,23.9,1232,1882,1767,740,10.2,41,4474,79.6,1147,405001
405002,6037405002,9526559.311,12604.03627,7.7365546,46.793213,4.3991852,3195,3.1298904,3346,703,19,833,1244,770,499,13.2,76,2768,82.7,578,405002
405101,6037405101,12068451.27,14792.00209,14.273281,38.154919,4.5101089,5185,3.8572807,5120,1161,21,1330,1812,1369,609,14.9,121,3380,66,1740,405101
405102,6037405102,10352608.2,15544.32869,15.897136,47.106956,4.6953735,5592,23.247496,4902,797,22.7,865,1627,1494,916,11.9,113,3187,65,1715,405102
405201,6037405201,14614119.77,17807.35648,10.901671,36.766422,4.2921886,5131,5.8468137,5307,1229,16.3,1395,1963,1399,550,18.7,36,4068,76.7,1239,405201
405202,6037405202,10260640.56,13428.75387,16.955723,26.790451,4.9105949,4815,4.1536865,4631,978,23.2,1201,1841,1119,470,10.4,45,3560,76.9,1071,405202
405203,6037405203,7741069.955,13619.86036,18.631683,31.58419,4.5871558,2963,10.124873,3086,720,21.1,766,1021,728,571,10.1,62,2038,66,1048,405203
405301,6037405301,8883917.108,19172.85972,10.590895,29.028091,4.5112782,3098,9.6836672,3108,794,23.3,885,1140,675,408,18.5,31,1859,59.8,1249,405301
405302,6037405302,19321553.16,21908.30637,9.6868172,37.891479,4.8897409,5780,1.7301039,5650,1348,25.5,1516,2071,1391,672,13.1,62,3941,69.8,1709,405302
405701,6037405701,11236215.77,14628.61465,1.25,23.455883,3.6148891,4104,2.4366472,3839,970,,990,1409,958,482,,10,2200,57.3,1639,405701
405702,6037405702,14819120.79,16477.97701,6.4438181,17.358034,3.915046,5349,11.21705,5319,1040,25.3,1187,1975,1496,661,12.6,121,3703,69.6,1616,405702
406101,6037406101,14941133.18,17618.51838,6.3322663,19.743864,4.7976637,3146,6.3572793,3125,587,,690,1237,799,399,,51,1913,61.2,1212,406101
406103,6037406103,23782263.99,23965.23691,11.62492,28.760437,4.7634802,8191,3.6625564,8173,1595,18.8,1754,3189,2226,1004,12.8,87,5367,65.7,2806,406103
406201,6037406201,8614549.922,15718.35153,20.637081,45.657501,6.4244337,3698,10.816658,3505,641,19.5,689,1051,939,826,12.3,190,2399,68.4,1106,406201
406413,6037406413,34188466.18,27758.49,5.3997755,18.82711,5.2593136,6474,3.0892801,6473,1129,,1284,1777,2069,1343,,292,3498,54,2975,406413
406601,6037406601,21185194.73,18624.17357,12.737893,21.876766,4.9919486,5122,1.9523623,4923,1066,,1232,1596,1266,829,,168,2179,44.3,2744,406601
406602,6037406602,17117524.01,18521.91586,10.087989,32.105587,4.9916005,5031,11.926059,4846,855,21.7,926,1518,1603,799,16.8,258,3219,66.4,1627,406602
406702,6037406702,30384918.28,24280.7777,5.9080229,23.54817,4.6059365,6525,15.32567,6512,1251,17.5,1357,2529,1633,993,16.3,228,3429,52.7,3083,406702
406801,6037406801,18781804.71,24875.11513,6.8042502,15.40662,4.9014778,5039,1.9845208,4932,924,19.2,1054,1463,1501,914,15.2,129,3197,64.8,1735,406801
406903,6037406903,21113884.29,19904.3044,11.042048,28.104815,5.2171197,8080,7.4257426,7708,1867,18.7,2075,2425,1715,1493,18.5,144,5964,77.4,1744,406903
407101,6037407101,12219677.21,15240.25644,14.098691,30.976837,5.1020408,4658,8.5873766,4633,1127,19.1,1186,1735,1270,442,14,45,4229,91.3,404,407101
407201,6037407201,6963037.923,11309.3245,12.667023,28.701229,4.9023862,3637,2.7495189,3571,769,18.4,934,1427,902,308,14.1,34,3135,87.8,436,407201
407202,6037407202,8701609.918,13466.71083,22.371103,33.527527,4.894134,3266,9.1855478,3035,590,21.5,650,901,817,667,8.6,37,2336,77,699,407202
407301,6037407301,10651399.84,15402.11462,7.3715882,28.820116,4.7103276,4294,2.328831,3889,833,19.4,924,1345,961,659,22,76,2814,72.4,1075,407301
407501,6037407501,12177326.55,17041.32969,10.605031,45.615227,4.5863309,4212,16.619183,3919,916,,1037,1165,1071,646,,29,2554,65.2,1365,407501
407502,6037407502,11084866.99,15725.98723,8.611825,30.231363,4.3933053,3946,5.0684237,4007,740,23.4,802,1615,1226,364,16.5,38,3482,86.9,525,407502
407601,6037407601,8408716.364,11715.9665,25.214966,38.205902,4.9136391,4080,14.705882,3922,911,18.5,1110,1274,1138,400,9.1,28,3168,80.8,754,407601
407602,6037407602,10060120.04,13487.27197,4.6731071,33.138622,4.5980706,4311,4.6392946,4126,882,23.2,1074,1510,1016,526,10.2,40,3278,79.4,848,407602
407701,6037407701,12291945.18,15602.04855,19.245096,46.461384,5.6020942,4284,21.008404,4355,1017,21.4,1151,1533,1085,586,12.7,121,3357,77.1,998,407701
407702,6037407702,21547788.41,23231.30445,7.980741,32.842136,4.8060222,6683,5.9853358,6635,1338,23.4,1412,2257,2138,828,13.5,106,4908,74,1727,407702
407801,6037407801,11534523.75,13131.24373,10.326087,19.056803,4.3924193,5299,1.8871485,5157,939,20.2,1341,1895,1171,750,12.5,61,2956,57.3,2201,407801
407802,6037407802,33728020.44,31294.77316,5.4689889,23.342499,4.5123725,3059,6.5380845,3386,638,18.2,841,1200,913,432,14.5,68,2593,76.6,793,407802
407901,6037407901,11036212.66,14097.11016,6.0461617,19.167086,4.186893,4392,4.5537338,4374,1100,18.8,1262,1558,999,555,12.8,28,3638,83.2,736,407901
407902,6037407902,5067132.767,9664.986218,5.6854076,13.392293,4.2272129,1680,11.904762,1542,155,25.1,162,602,473,305,12.7,34,760,49.3,782,407902
408003,6037408003,14692670.24,16519.77543,12.148047,22.683924,4.1901011,4631,2.1593609,4790,890,10.1,928,1699,1209,954,19.8,46,2925,61.1,1865,408003
408004,6037408004,6690367.012,11890.20344,4.8130469,12.768497,3.5294118,2558,3.9093041,2497,389,18.6,476,883,703,435,19.9,157,891,35.7,1606,408004
408006,6037408006,35771302.88,25486.50625,17.037037,30.555555,3.6060488,3708,8.0906153,3717,890,18,907,1406,936,468,14,0,1413,38,2304,408006
408133,6037408133,11375724.6,17633.21266,9.5441599,20.762108,4.1054988,6132,6.5231571,6227,1680,23.9,1760,2190,1539,738,12.6,107,3417,54.9,2810,408133
408137,6037408137,8942495.99,14267.31046,15.04596,29.196903,3.814554,4318,11.579435,4202,738,12.5,826,1700,1106,570,16.7,32,1815,43.2,2387,408137
408138,6037408138,9633622.81,16153.05938,7.6892109,26.469404,4.606091,5388,1.8559762,5035,1237,17.6,1298,1817,1211,709,13.6,52,4512,89.6,523,408138
408139,6037408139,8443284.713,13034.37819,11.288908,30.381413,3.9893618,4676,2.1385801,4581,1067,24.6,1207,1592,1158,624,14.1,64,4139,90.4,442,408139
408140,6037408140,9825439.974,13677.94272,10.495847,40.422855,4.5166106,4011,2.4931438,3639,869,23.3,963,1363,892,421,13.6,23,3329,91.5,310,408140
408212,6037408212,30689587.25,22683.8184,7.2906208,18.718618,5.088933,4936,2.0259318,4641,857,25.5,995,1151,1210,1285,11.9,185,1479,31.9,3162,408212
408213,6037408213,16664039.83,21021.58314,10.436774,33.927696,4.6580772,6184,12.93661,5847,943,18.5,1005,2317,1467,1058,27.7,137,1995,34.1,3852,408213
408301,6037408301,29251582.18,31005.81091,10.511956,34.007381,4.8048725,5909,11.846336,6016,1018,16.1,1251,2347,1647,771,18.1,57,5116,85,900,408301
408302,6037408302,36562956.75,32533.10867,5.0453515,30.5839,4.9148731,3647,5.4839592,3589,823,16.9,978,1158,1058,395,12.8,40,2921,81.4,668,408302
408303,6037408303,20729970.53,27704.68788,4.4439764,20.408592,4.5027623,4382,4.564126,4502,947,22.9,1113,1465,1126,798,11,42,3443,76.5,1059,408303
408401,6037408401,12473307.58,17022.3764,8.9892569,20.565666,4.8032408,4577,2.1848373,4467,734,21,831,1413,1175,1048,17.7,194,2850,63.8,1617,408401
408402,6037408402,124540848.4,61470.6099,5.5296769,21.337339,5.806334,6367,1.5705984,6606,1204,16.4,1407,1930,1788,1481,23.5,148,3687,55.8,2919,408402
408504,6037408504,15262251.04,18598.85619,9.0205259,28.826071,4.5088959,5393,11.125533,5262,1055,22,1089,2068,1298,807,20,106,2743,52.1,2519,408504
408623,6037408623,10335916.21,13628.9107,6.6377172,26.023573,5.2173915,3189,6.2715583,3232,655,20,740,957,800,735,23.3,139,569,17.6,2663,408623
408625,6037408625,23129156.2,20580.14216,11.56658,20.887728,5.1892552,3533,5.6609116,3807,719,13.3,867,933,1158,849,23.6,69,1399,36.7,2408,408625
408626,6037408626,26875332.36,26379.52442,14.368249,23.134892,4.1962175,3854,2.5947068,3717,486,18.9,548,1083,1210,876,22.3,87,525,14.1,3192,408626
408628,6037408628,25396601.21,26498.57681,10.003733,31.410975,5.2934132,5395,1.8535681,5358,1037,17.1,1326,1409,1391,1232,20.7,179,1417,26.4,3941,408628
408705,6037408705,20753732.42,19115.0928,10.820895,29.206242,4.2940793,5759,5.2092376,5580,1039,16.6,1099,1670,1628,1183,21.6,123,1221,21.9,4359,408705
408707,6037408707,53306769.37,38380.09983,2.9108551,11.036992,4.3942575,6537,1.5297537,6618,1109,18.6,1249,1698,2161,1510,21.2,98,917,13.9,5701,408707
408722,6037408722,22664852.17,21725.98761,8.3427029,14.684056,4.5020466,4453,4.491354,4210,620,16.8,670,1212,1353,975,22.8,77,1165,27.7,3045,408722
408724,6037408724,5743580.135,10137.27424,19.662714,58.747219,3.5012119,5398,3.705076,5362,1508,14.7,1704,2391,923,344,23.2,17,3639,67.9,1723,408724
430004,6037430004,12061582.86,16771.82541,6.2087698,22.73962,5.3995681,2976,6.7204299,3129,532,16.8,593,1036,823,677,22,103,1211,38.7,1918,430004
430005,6037430005,11147328.78,15991.85221,3.2366071,24.190847,5.4191031,3749,5.3347559,3849,670,17,722,1178,1331,618,21.6,80,1690,43.9,2159,430005
430101,6037430101,21417873.51,20104.43507,19.037067,32.211926,7.3900843,4889,22.499489,4841,741,17.4,815,1282,1377,1367,16.1,339,2415,49.9,2426,430101
430102,6037430102,13856061.97,19361.76782,8.2005033,25.608221,4.4079957,4865,2.0554984,5012,910,15.3,973,1995,1144,900,28.2,63,3647,72.8,1365,430102
430502,6037430502,31686189.43,25001.298,7.9822278,11.996323,5.303709,6514,1.5351551,6542,1321,15.4,1335,1685,2169,1353,21.2,151,1159,17.7,5383,430502
430701,6037430701,32192328.04,27315.68397,9.5771141,17.555082,5.1895308,5308,1.8839488,5224,1071,,1158,1507,1168,1391,,421,1252,24,3972,430701
430724,6037430724,6241313.443,13445.80462,11.938663,19.408543,4.6075544,5039,5.9535623,5190,1123,21.5,1260,1847,1523,560,10,34,1115,21.5,4075,430724
430801,6037430801,18401605.74,17780.50506,5.290051,21.791403,3.402395,6734,2.9700029,6867,1802,21.6,1848,2126,2149,744,10.8,76,1674,24.4,5193,430801
430802,6037430802,20014144.01,19713.97843,16.981133,30.878969,5.3047404,4412,2.2665458,4199,960,26.2,1101,1246,1143,709,10.8,63,428,10.2,3771,430802
430901,6037430901,12533248.15,14932.60496,11.354719,29.863836,3.8017459,4591,13.069048,4389,1062,15.9,1134,1696,1195,364,25.4,52,2448,55.8,1941,430901
430902,6037430902,12677912.3,17022.45301,8.4734802,20.482967,4.2939935,5215,3.8350911,5304,1237,24.2,1332,2005,1349,618,8.3,154,2406,45.4,2898,430902
431002,6037431002,14569725.27,17516.33465,5.8321481,33.428165,5.990603,2781,3.5958288,2907,466,23.3,507,819,940,641,11.7,92,1026,35.3,1881,431002
431003,6037431003,9191483.367,13223.52839,18.036627,27.342419,3.7974684,4645,4.3057051,4705,1398,16,1507,1792,1084,322,22.1,61,2661,56.6,2044,431003
431004,6037431004,9756470.665,13608.78978,9.872242,33.188152,3.8104706,3472,2.8801844,3462,733,29.7,825,1476,837,324,6.8,12,2305,66.6,1157,431004
431501,6037431501,11174204.54,15337.40974,15.845771,44.328358,6.4910374,4197,2.3826542,4068,800,,865,1139,1074,990,,117,1355,33.3,2713,431501
431502,6037431502,21770822.18,22578.66978,16.287045,32.598579,5.696784,4310,9.2807426,4430,768,19.7,806,1325,1514,785,24.3,84,1497,33.8,2933,431502
431701,6037431701,35371711.2,25397.65985,4.0614166,19.118376,5.4124188,6177,1.6189089,6343,1339,,1466,1434,1931,1512,,340,329,5.2,6014,431701
432002,6037432002,16249383.05,17083.57841,9.4020538,35.635193,6.3109159,4976,6.0289388,5354,1173,11.2,1351,1386,1658,959,29.9,87,1007,18.8,4347,432002
432101,6037432101,12492483.79,15250.22757,3.9741442,17.237251,4.3979373,4439,2.2527597,4813,1039,21.9,1193,1367,1572,681,17.9,113,826,17.2,3987,432101
432102,6037432102,20132923.68,18702.44383,6.213922,16.570457,4.9105196,5936,3.3692722,5736,1443,21.6,1552,1443,1763,978,14.1,141,693,12.1,5043,432102
432202,6037432202,14204520.27,15699.98218,9.4497604,34.617226,5.4094443,3772,15.906681,3922,686,15.2,713,1215,1128,866,22,162,1245,31.7,2677,432202
432401,6037432401,11430187.14,17896.25795,15.142931,45.81509,5.6043215,3892,10.277493,3951,998,,1051,1356,955,589,,101,2356,59.6,1595,432401
432402,6037432402,16271819.63,18832.3217,19.082088,48.852612,5.8011565,5758,6.9468565,5480,1346,25.3,1404,1934,1323,819,14.9,96,3311,60.4,2169,432402
432501,6037432501,11489768.15,16145.48612,9.7313309,43.642902,5.2079287,4817,8.3039236,4450,1007,24.6,1152,1309,1136,853,14.9,94,2077,46.7,2373,432501
432502,6037432502,18943571.96,20971.57154,4.625607,12.522362,5.1984878,3718,2.6896181,4024,614,22.6,759,1720,969,576,19.2,20,2626,65.3,1398,432502
432601,6037432601,15121527.67,17344.53562,13.540664,32.296684,4.6924753,7094,5.6385679,6489,1552,15.3,1737,2172,1731,849,14.3,40,4012,61.8,2477,432601
432801,6037432801,8772998.467,13495.96558,25.844931,53.598408,9.531703,2501,3.9984007,2401,372,,438,669,508,786,,193,1456,60.6,945,432801
432802,6037432802,6379927.011,12169.77059,25.037342,57.542942,4.496253,5337,5.6211352,5523,1271,15.5,1543,2250,1228,502,32.7,47,4367,79.1,1156,432802
432901,6037432901,12213303.39,14095.2093,13.297217,39.079044,4.3938422,4044,12.363997,4034,764,23,918,1219,1390,507,9.1,71,1556,38.6,2478,432901
432902,6037432902,11714353.44,15036.1648,7.9795723,25.183531,5.2094717,3100,3.2258065,3026,597,18.9,636,898,801,691,12.6,101,995,32.9,2031,432902
433103,6037433103,22418407.55,25927.57289,19.883446,42.014709,5.2344027,6836,10.239906,7149,1206,19.7,1359,2705,2000,1085,22.8,106,3786,53,3363,433103
433302,6037433302,9194825.031,16806.57901,14.025822,33.978874,5.7943926,1590,18.867924,1867,394,,409,649,620,189,,35,1165,62.4,702,433302
433304,6037433304,8499642.097,12749.07743,18.81386,57.840961,5.8991685,4237,9.4406424,4320,1088,21.1,1216,1693,826,585,10.1,105,2967,68.7,1353,433304
433305,6037433305,5510063.35,12378.72039,24.645584,50.665215,4.5960608,4990,2.0040081,4614,1055,25.2,1212,1551,1022,829,13.5,213,3480,75.4,1134,433305
433306,6037433306,4674828.832,12132.81189,21.302298,52.504421,4.681725,3222,3.1036623,3137,551,22.9,654,1064,889,530,18,127,1821,58,1316,433306
433402,6037433402,6005004.501,10182.70365,15.714286,41.594204,4.6949677,4894,10.216592,4627,948,22.4,1120,1643,1134,730,16.3,19,3086,66.7,1541,433402
433403,6037433403,7607529.45,11940.53454,16.801493,59.697159,4.6929317,4920,12.195122,5141,1583,20.5,1679,1865,1103,494,15.8,8,3904,75.9,1237,433403
433505,6037433505,8236356.897,17035.26501,19.3125,50.666668,5.5091305,4618,17.323517,4390,978,30.8,1060,1309,1529,492,9.6,29,2750,62.6,1640,433505
433506,6037433506,17614450.09,22684.17584,28,64.738853,5.4981861,3989,22.562046,3838,976,22.3,1025,1273,1128,412,11.2,60,3244,84.5,594,433506
433601,6037433601,12114060.46,14675.19754,9.9781103,39.091572,5.7081442,5477,1.8258171,5121,815,25.4,1006,1619,1456,1040,10.7,249,1358,26.5,3763,433601
433602,6037433602,10782753.83,16051.87999,20.742506,53.780655,6.4010172,2843,7.0348225,2757,505,15.9,558,920,738,541,20.3,61,849,30.8,1908,433602
433803,6037433803,12796336.63,22436.73251,14.27297,30.508474,5.3608246,3218,6.2150402,3181,650,18.3,702,1061,845,573,19.6,70,2402,75.5,779,433803
433804,6037433804,16287702.07,19168.09776,38.720467,64.582901,4.814899,4673,4.2799058,4660,1284,20.4,1435,1727,1129,369,18,33,3931,84.4,729,433804
433901,6037433901,7759901.6,11249.36028,27.026081,54.909855,5.091414,5625,12.444445,5556,1148,27.6,1310,2142,1670,434,7.9,97,4203,75.6,1353,433901
433903,6037433903,9792355.778,13498.20031,24.86385,45.896713,4.8707752,5305,5.6550426,5146,1312,20.7,1413,1783,1521,429,7.8,133,4563,88.7,583,433903
434001,6037434001,11550969.3,16305.75052,13.617438,51.13887,4.9067712,4315,2.317497,4381,1237,25.5,1370,1387,1114,510,8.3,68,3221,73.5,1160,434001
434003,6037434003,10371063.41,15938.20419,20.918242,45.691135,4.909194,4015,9.9626398,3886,883,28.2,1042,1500,870,474,11.6,31,3367,86.6,519,434003
434004,6037434004,7366791.692,11945.16091,9.5488968,30.951597,5.015132,3050,13.114754,3109,608,22.7,690,1024,706,689,12.2,207,2433,78.3,676,434004
460301,6037460301,52943400.99,40661.85709,12.384996,20.405756,5.3124142,4581,4.365859,4797,1179,,1219,1268,1567,743,,101,815,17,3982,460301
460302,6037460302,14130156.52,17616.05506,10.3164,32.130123,4.6091561,4417,4.5279603,4257,977,24.6,1097,1215,1179,766,15.5,73,1649,38.7,2608,460302
460502,6037460502,28136711.64,30368.73084,2.4628451,4.4161358,4.4094486,4753,16.831474,4771,1400,27.8,1586,957,1560,668,19.9,62,423,8.9,4348,460502
460601,6037460601,52362044.59,44778.84853,2.6355422,6.7582831,4.8555622,5339,5.61903,5199,1341,29.3,1378,1183,1593,1045,14,94,751,14.4,4448,460601
461501,6037461501,10807053.52,13636.90445,8.3482256,29.588972,4.3916721,3693,2.7078257,3615,803,,868,1305,847,595,,35,1668,46.1,1947,461501
461901,6037461901,9458533.006,13427.54321,27.531712,54.772301,3.6983321,4950,10.10101,4796,1036,,1167,2023,1101,505,,0,3313,69.1,1483,461901
462001,6037462001,5507636.963,10803.2239,24.15567,53.500336,4.8874407,4773,2.0951183,4280,1023,2.3,1070,1677,1126,407,16.7,18,3023,70.6,1257,462001
462002,6037462002,5505805.327,10785.63211,35.7831,64.68483,5.5908937,3646,10.970927,3893,1069,23.9,1141,1475,883,394,9.5,15,2663,68.4,1230,462002
