geoid20_x,FIPS,ShapeSTArea,ShapeSTLength,pop_below_100_pct,pop_below_200_pct,chd_pct,total_pop,snap_rate,Age Total population,Under 18 years,Percent Under 18 years,0-19 years,20 to 44 years,45 to 64 years,65 years and over,Percent 65 years and over,85 years and over,Hispanic or Latino,Percent Hispanic or Latino,Not Hispanic or Latino,geoid20_y
226420,6037226420,4595545.901,8778.892965,26.882944,64.27623,5,5488,12.755102,5306,1394,26.3,1468,2016,1257,565,10.6,52,4797,90.4,509,226420
226701,6037226701,4048388.262,9183.652275,13.163824,56.710655,4.8942833,3115,19.261637,2846,634,22.3,711,1032,824,279,9.8,21,2818,99,28,226701
226702,6037226702,4376816.156,12056.37705,32.562386,68.431732,4.8895326,4342,4.6061721,4285,872,20.4,977,2058,947,303,7.1,7,4161,97.1,124,226702
227010,6037227010,6234440.739,11858.47718,23.850859,63.089367,5.2021489,5104,11.755486,4550,1219,26.8,1423,1750,1023,354,7.8,16,4318,94.9,232,227010
227020,6037227020,4737436.153,9166.080391,16.174479,63.207802,4.7031612,3798,7.8988943,3529,914,25.9,1053,1312,779,385,10.9,15,3516,99.6,13,227020
228210,6037228210,4424348.075,9184.586519,30.520977,65.767632,6.5876613,4398,6.8212824,4119,1163,28.2,1301,1320,1019,479,11.6,21,3687,89.5,432,228210
228220,6037228220,3941934.153,9102.492381,33.333332,64.30323,4.5862412,4792,20.868114,4584,1083,23.6,1246,1773,1214,351,7.7,12,4178,91.1,406,228220
228310,6037228310,5880551.426,11254.25767,17.508865,51.152481,4.3139801,4493,17.805475,4506,1465,32.5,1606,1671,900,329,7.3,56,4295,95.3,211,228310
228320,6037228320,3627882.02,10223.81355,28.716217,67.10688,4.5955005,3230,15.479877,3351,1164,34.7,1341,1266,613,131,3.9,0,3223,96.2,128,228320
228410,6037228410,2989299.762,7107.13379,27.882114,60.791679,5.0038791,3388,8.8547812,3372,961,28.5,1116,1372,625,259,7.7,21,3122,92.6,250,228410
228420,6037228420,2985840.08,7921.096579,33.143543,64.668861,4.4768858,3155,19.017433,3165,813,25.7,951,1237,884,93,2.9,0,3087,97.5,78,228420
228710,6037228710,4357156.304,9256.848881,33.871769,64.488075,6.0952382,4141,14.489254,4147,1245,30,1383,1723,862,179,4.3,5,3803,91.7,344,228710
228720,6037228720,4350304.999,9244.66586,28.184713,65.147293,4.7069826,5000,8,4800,1390,29,1488,1956,1075,281,5.9,14,4287,89.3,513,228720
229410,6037229410,5838700.428,9706.990136,23.936171,65.501518,5.6203165,3952,12.651822,3932,1288,32.8,1546,1612,602,172,4.4,0,3421,87,511,229410
229420,6037229420,6287881.437,10052.11054,26.170549,57.566162,4.6875,4249,4.7069898,4320,1284,29.7,1386,1711,1022,201,4.7,15,3934,91.1,386,229420
231210,6037231210,3451814.04,7922.644825,40.977821,58.518147,5.3898306,4348,2.2999079,4279,1051,24.6,1189,1457,1230,403,9.4,6,2792,65.2,1487,231210
231220,6037231220,10389133.63,13177.46479,22.177599,56.51495,5.7998128,4727,6.3465199,4353,1444,33.2,1550,1539,636,628,14.4,79,2800,64.3,1553,231220
231301,6037231301,2517991.863,7081.843647,29.138226,57.124573,4.5866022,2593,3.8565369,2479,580,23.4,668,1016,564,231,9.3,0,1773,71.5,706,231301
231302,6037231302,4558808.493,10645.96136,5.8624926,39.37999,4.5999999,3265,21.43951,3117,700,22.5,818,1392,710,197,6.3,38,2273,72.9,844,231302
231601,6037231601,3437892.96,7854.054975,12.631976,49.509804,5.6050286,2394,12.531328,2448,275,11.2,412,937,867,232,9.5,13,1755,71.7,693,231601
231603,6037231603,3447314.211,7867.587074,31.337769,55.764965,5.5903864,2868,17.433752,2788,766,27.5,868,1114,511,295,10.6,29,2090,75,698,231603
231710,6037231710,3485223.426,7941.548717,31.948494,68.12439,5.2048354,4163,12.01057,4303,1056,24.5,1233,1572,1169,329,7.6,1,3708,86.2,595,231710
231720,6037231720,5083179.131,9121.124555,27.850878,55.482456,5.1934285,5295,9.4428711,5257,1253,23.8,1396,1989,1237,635,12.1,66,4726,89.9,531,231720
231901,6037231901,2634646.876,6630.602776,25.354435,52.060665,5.189189,3259,6.1368518,2867,591,20.6,645,1156,857,209,7.3,0,2510,87.5,357,231901
231902,6037231902,3488404.821,9940.72399,47.264904,63.583282,5.1857901,3097,19.373587,3255,1126,34.6,1214,974,889,178,5.5,0,2977,91.5,278,231902
232110,6037232110,4090675.077,8787.834137,27.705479,54.760273,5.7011495,3180,12.578616,3378,1015,30,1132,1220,845,181,5.4,21,2808,83.1,570,232110
232120,6037232120,5617477.713,9730.339187,25.656193,65.841034,5.0052409,5305,16.965128,5308,1867,35.2,1954,1978,1180,196,3.7,0,3948,74.4,1360,232120
232401,6037232401,6132156.907,11911.30298,16.220392,41.271885,5.3009577,3673,2.7225702,3968,881,22.2,968,1611,1012,377,9.5,0,2348,59.2,1620,232401
232402,6037232402,5847679.489,11262.24268,18.064098,46.066689,5.308465,3061,3.2669063,3095,476,15.4,519,1276,765,535,17.3,76,1806,58.4,1289,232402
232601,6037232601,2840257.273,7004.333671,29.081366,49.553806,5.388855,1935,5.1679587,1772,445,25.1,508,606,471,187,10.6,26,1330,75.1,442,232601
232602,6037232602,5720224.451,9605.289511,33.02103,48.365604,5.4136252,5251,5.7131977,5552,1558,28.1,1726,2005,1394,427,7.7,44,4201,75.7,1351,232602
232701,6037232701,2986772.957,7152.590679,28.084415,56.006493,5.5904164,2537,11.82499,2502,651,26,728,950,534,290,11.6,20,2056,82.2,446,232701
232702,6037232702,4883945.176,8854.780081,32.144524,46.573425,5.6175857,4332,6.9252076,4676,937,20,997,2087,1283,309,6.6,61,4121,88.1,555,232702
234002,6037234002,6077750.207,13242.67444,23.649906,52.216015,5.7084608,3093,9.6993208,3030,571,18.8,614,1163,810,443,14.6,25,1696,56,1334,234002
234301,6037234301,5424886.043,9432.675712,13.215623,22.47191,5.1954732,1749,40.022869,1684,205,12.2,205,750,507,222,13.2,41,99,5.9,1585,234301
234302,6037234302,3942923.417,9264.004634,15.380997,26.857948,5.1663127,2181,4.5850525,2441,488,20,502,887,656,396,16.2,54,167,6.8,2274,234302
234501,6037234501,8092378.409,12751.34602,9.2548485,27.118067,5.7785621,2957,6.7636118,2901,777,26.8,801,1001,670,429,14.8,128,921,31.7,1980,234501
234502,6037234502,5864850.866,11665.44604,21.231155,48.96357,7.518189,2706,11.086474,2772,488,17.6,654,949,695,474,17.1,9,744,26.8,2028,234502
234901,6037234901,3502786.043,7934.900329,43.740574,64.434387,6.9185252,3203,9.3662195,2954,580,19.6,759,1222,542,431,14.6,36,1107,37.5,1847,234901
234902,6037234902,4819302.621,9961.997562,23.001949,66.9347,6.1898651,4278,2.3375409,4558,1034,22.7,1119,1517,1089,833,18.3,75,1955,42.9,2603,234902
235201,6037235201,7024758.052,10666.33906,16.433441,29.529961,6.1883407,2754,3.6310821,2847,756,26.6,818,755,863,411,14.4,57,853,30,1994,235201
235202,6037235202,9166266.044,13212.61706,22.271387,42.256638,5.7990742,3945,15.209126,3888,869,22.4,973,1217,952,746,19.2,119,1004,25.8,2884,235202
236001,6037236001,23712466.63,28147.4113,5.8304753,15.654091,5.680191,4150,4.8192773,4207,573,13.6,726,1144,1166,1171,27.8,261,432,10.3,3775,236001
236101,6037236101,6809528.829,11729.68166,29.946728,48.934551,6.915072,2722,14.695077,2421,218,9,327,516,683,895,37,61,393,16.2,2028,236101
236102,6037236102,5360995.742,11929.92826,20.587372,36.945667,6.9083157,3607,2.772387,3573,411,11.5,411,1742,850,570,16,69,1007,28.2,2566,236102
236203,6037236203,3652629.548,10831.85452,33.537094,68.01889,5.7841139,3550,2.8169014,3727,1114,29.9,1145,1430,686,466,12.5,12,1711,45.9,2016,236203
236206,6037236206,2959494.972,9723.374331,26.985981,52.881618,5.4873648,2696,11.127597,2983,391,13.1,533,1046,935,469,15.7,79,1774,59.5,1209,236206
237101,6037237101,6769968.672,10352.18636,23.176178,56.352356,5.2857614,4130,14.527845,3827,1359,35.5,1458,1316,718,335,8.8,13,2758,72.1,1069,237101
237102,6037237102,4951073.353,9013.08053,28.959723,67.729179,6.3179917,4045,9.888752,4038,1376,34.1,1520,1385,829,304,7.5,96,3091,76.5,947,237102
237201,6037237201,4880490.06,8888.391757,23.94895,50,5.2904563,4088,7.338552,4138,1059,25.6,1160,1612,1069,297,7.2,20,3223,77.9,915,237201
237202,6037237202,11932147.54,14393.41553,25.749023,51.020409,5.3062463,4652,10.748065,4653,1430,30.7,1590,1593,1006,464,10,54,3269,70.3,1384,237202
237401,6037237401,5555453.768,9560.843634,30.952381,40.813118,5.6900344,4143,7.2411294,4331,1201,27.7,1338,1550,1154,289,6.7,16,3382,78.1,949,237401
237402,6037237402,5610580.94,9623.638746,10.37448,28.654646,5.5902905,3639,5.4960155,3896,531,13.6,579,1611,1014,692,17.8,106,2523,64.8,1373,237402
237710,6037237710,4653115.332,9397.909015,34.919628,72.335022,4.890388,4749,10.528532,4445,1410,31.7,1732,1383,1087,243,5.5,43,2673,60.1,1772,237710
237720,6037237720,3500760.404,8731.091258,39.281857,70.167389,5.0067053,3779,2.6462028,3784,1377,36.4,1493,1519,610,162,4.3,56,3008,79.5,776,237720
238310,6037238310,4274128.462,9306.825434,30.926847,55.361931,4.8862681,5207,5.7614751,5400,1824,33.8,1993,2115,1000,292,5.4,23,4201,77.8,1199,238310
238320,6037238320,5040668.484,9679.324982,34.904312,57.869179,5.6019073,3403,2.9385836,3560,1168,32.8,1231,1261,759,309,8.7,27,2283,64.1,1277,238320
239201,6037239201,4842417.283,8889.200718,28.242678,56.873878,4.5072575,3663,21.840021,3563,1031,28.9,1127,1379,862,195,5.5,24,3244,91,319,239201
239202,6037239202,13730941.28,15869.39047,22.933208,53.246147,5.0023937,6570,12.17656,5645,1923,34.1,2098,1928,1117,502,8.9,70,5150,91.2,495,239202
239310,6037239310,5757262.383,9679.368338,22.066242,57.315201,5.1179671,4234,16.532829,4026,1243,30.9,1346,1458,975,247,6.1,24,3589,89.1,437,239310
239320,6037239320,3735937.27,8282.412434,26.817539,60.594059,5.3087759,3194,3.1308703,3078,835,27.1,918,1039,944,177,5.8,0,2663,86.5,415,239320
239330,6037239330,10543713.94,13439.66731,22.826475,43.005367,4.5996594,3100,12.903226,2972,833,28,906,1156,631,279,9.4,51,2701,90.9,271,239330
239501,6037239501,5104517.58,10575.58488,19.33466,56.184246,5.6971517,3647,10.967918,3668,1084,29.6,1189,1444,772,263,7.2,58,2510,68.4,1158,239501
239502,6037239502,5499601.827,10820.88857,24.365482,58.071068,5.2148366,3978,2.5138261,3624,1159,32,1268,1287,802,267,7.4,9,2928,80.8,696,239502
239601,6037239601,4545566.817,9594.700184,21.05551,62.428219,4.4884753,3665,16.371078,3675,951,25.9,970,1508,897,300,8.2,97,2896,78.8,779,239601
239602,6037239602,3854522.017,9274.982967,32.676769,73.510101,5.6998835,4022,4.9726505,3967,1391,35.1,1467,1442,698,360,9.1,36,3395,85.6,572,239602
239701,6037239701,4409986.969,9489.694737,41.33419,68.811668,5.2863436,4770,6.2893081,4509,1559,34.6,1807,1484,929,289,6.4,53,3643,80.8,866,239701
239702,6037239702,5234332.896,10063.59951,35.066727,64.588127,5.5072465,4735,16.89546,4567,1334,29.2,1460,1909,868,330,7.2,0,3018,66.1,1549,239702
239801,6037239801,3990945.98,9960.997277,24.85223,48.065556,4.5073795,3954,7.5872536,4116,1073,26.1,1264,1573,979,300,7.3,14,3111,75.6,1005,239801
239802,6037239802,6560226.199,11250.57563,27.654448,61.658924,4.8015022,5660,8.8339224,5767,1822,31.6,1953,2101,1361,352,6.1,11,4652,80.7,1115,239802
240010,6037240010,6334051.63,12212.8374,32.974533,68.101868,5.7175746,4152,12.042389,3888,1172,30.1,1438,1331,918,201,5.2,3,3116,80.1,772,240010
240020,6037240020,7748277.6,12850.88438,26.88253,66.773346,5.8019524,5457,9.1625433,5286,1556,29.4,1777,1969,1101,439,8.3,26,4612,87.2,674,240020
240301,6037240301,5047472.781,9223.460864,56.26741,67.79248,5.3041363,3031,6.5984821,3061,857,28,890,1133,609,429,14,0,1803,58.9,1258,240301
240302,6037240302,3709528.572,8053.692097,31.092138,50.088936,5.2980132,2917,20.569078,2849,861,30.2,900,1009,746,194,6.8,12,2260,79.3,589,240302
240401,6037240401,7460071.138,11317.30172,26.298649,54.697933,4.9105096,6032,6.6313,6409,2091,32.6,2287,2468,1181,473,7.4,57,5239,81.7,1170,240401
240402,6037240402,6472578.22,11129.30562,25.151682,57.170437,5.7857409,3792,13.185654,4276,1379,32.2,1429,1692,863,292,6.8,31,2957,69.2,1319,240402
240901,6037240901,3780219.978,11130.64975,18.195211,46.261509,5.2002811,3199,9.3779306,2711,930,34.3,1048,941,511,211,7.8,38,2550,94.1,161,240901
240902,6037240902,7741983.105,12813.42647,34.923157,56.783253,5.2161975,3834,7.8247261,3658,1366,37.3,1423,1187,710,338,9.2,0,3212,87.8,446,240902
241001,6037241001,9757944.755,18148.08217,19.033642,63.671257,4.3092103,4492,2.2261798,4641,1308,28.2,1549,1491,1075,526,11.3,161,3246,69.9,1395,241001
241002,6037241002,7614158.376,13017.17028,19.40147,42.987572,4.6177139,4092,9.7751713,3776,1024,27.1,1080,1474,791,431,11.4,53,2452,64.9,1324,241002
241110,6037241110,5238307.225,10529.98308,17.020105,62.186726,4.9139018,3781,5.2896061,3819,1222,32,1325,1508,737,249,6.5,9,3075,80.5,744,241110
241120,6037241120,7144247.9,11601.95989,40.031898,68.44384,5.4069118,4429,9.0313845,4207,1419,33.7,1545,1322,831,509,12.1,12,3250,77.3,957,241120
241201,6037241201,5230365.497,10180.37552,27.320545,55.043316,5.3932586,3383,5.9119124,3287,977,29.7,1103,1068,841,275,8.4,17,1943,59.1,1344,241201
241202,6037241202,12521469.73,14033.809,27.987156,46.71286,6.3911705,5872,8.514986,5291,1423,26.9,1607,1951,1145,588,11.1,126,3393,64.1,1898,241202
242201,6037242201,4409281.006,8470.724103,24.277456,66.775574,5.6895766,4058,4.9285364,4011,1116,27.8,1229,1689,650,443,11,14,3395,84.6,616,242201
243001,6037243001,3730697.034,8231.792343,19.168467,55.534557,5.0423918,3376,2.9620852,3444,1081,31.4,1184,1055,981,224,6.5,35,2988,86.8,456,243001
243002,6037243002,4217277.011,8726.130679,21.10195,60.794601,5.0157976,2756,14.513788,2846,682,24,758,1112,736,240,8.4,14,2572,90.4,274,243002
262501,6037262501,17635347.44,19927.67282,3.6195509,5.8124175,5.2917724,3643,2.7449903,3709,1113,30,1161,759,1101,688,18.5,130,48,1.3,3661,262501
264103,6037264103,2481293.707,7370.470877,11.486732,14.285714,3.4086068,2658,3.7622273,2777,279,10,279,1674,501,323,11.6,45,452,16.3,2325,264103
264305,6037264305,14485244.15,19577.40782,6.7406144,36.774742,4.2940135,4619,2.1649709,4396,888,20.2,900,1570,950,976,22.2,159,845,19.2,3551,264305
264306,6037264306,3838849.834,9091.533511,9.8999996,16.9,4.2857141,1872,5.3418803,1703,169,9.9,228,867,365,243,14.3,52,74,4.3,1629,264306
265204,6037265204,2855371.12,7517.683586,30.633284,43.372608,5.5796652,1415,56.537102,1544,232,15,269,1016,150,109,7.1,0,168,10.9,1376,265204
265301,6037265301,17176772.44,20495.48712,,,0.60215056,13830,0.72306579,12794,225,1.8,8610,4161,23,0,0,0,2650,20.7,10144,265301
265522,6037265522,2717596.14,7881.532855,36.487041,43.233238,3.2850583,2350,21.276596,2086,104,5,116,1653,98,219,10.5,32,337,16.2,1749,265522
265523,6037265523,3643261.927,7647.862103,8.136095,19.267752,3.8151531,2262,8.841733,2180,214,9.8,231,1112,606,231,10.6,17,302,13.9,1878,265523
267102,6037267102,6668828.615,10704.75354,9.3476143,19.604025,4.3143811,2910,6.8728523,2928,425,14.5,439,1152,860,477,16.3,132,286,9.8,2642,267102
267201,6037267201,6456728.561,10589.0938,14.689451,17.055538,4.1043587,2997,3.3366699,2775,189,6.8,196,1477,574,528,19,54,239,8.6,2536,267201
267202,6037267202,6198954.558,10208.55386,12.752929,24.148029,4.110043,3745,8.0106812,3654,587,16.1,898,1539,641,576,15.8,103,134,3.7,3520,267202
267403,6037267403,2521120.307,7862.060409,15.856452,18.528889,3.2982965,3549,2.8176951,3538,94,2.7,94,2596,459,389,11,130,212,6,3326,267403
267405,6037267405,2300084.853,6131.840996,6.2477164,15.966387,3.4120734,2826,3.5385704,2527,94,3.7,99,1741,406,281,11.1,46,214,8.5,2313,267405
267406,6037267406,2315885.554,6320.041141,8.7987356,15.753425,3.3898306,1757,11.383039,1963,79,4,114,1221,326,302,15.4,16,543,27.7,1420,267406
267502,6037267502,4679180.698,8926.775775,10.991957,28.865059,3.5110533,3272,9.168704,3228,304,9.4,312,1917,650,349,10.8,31,1009,31.3,2219,267502
267504,6037267504,2758789.489,6938.24505,4.1279922,26.160234,2.9020143,3394,2.9463758,3396,455,13.4,482,2006,664,244,7.2,0,636,18.7,2760,267504
267901,6037267901,12051496.06,15177.3977,5.703125,21.171875,9.1193562,2450,8.1632652,2627,291,11.1,291,540,609,1187,45.2,317,166,6.3,2461,267901
269601,6037269601,3591419.077,7574.315641,12.492702,32.603619,3.490531,3292,15.188335,3515,672,19.1,818,1572,847,278,7.9,10,1652,47,1863,269601
269905,6037269905,2562120.999,8317.569973,7.2017355,20.954447,2.312391,2126,28.222013,2227,168,7.5,190,1650,261,126,5.7,22,349,15.7,1878,269905
269907,6037269907,2979392.005,7628.819056,6.3324537,17.112703,2.1868787,2571,3.8895371,2452,138,5.6,182,1569,490,211,8.6,18,297,12.1,2155,269907
269909,6037269909,1828771.995,5970.597761,2.571295,6.3113604,2.7761712,2319,8.6244068,2098,173,8.2,173,1157,423,345,16.4,30,682,32.5,1416,269909
270101,6037270101,4031192.83,12050.07941,5.4234061,9.9429111,2.4969795,2024,19.762846,1935,102,5.3,102,1218,494,121,6.3,0,293,15.1,1642,270101
270102,6037270102,2113198.03,7624.064852,9.3470335,18.097448,2.5345621,2183,4.580852,2198,117,5.3,117,1271,581,229,10.4,32,451,20.5,1747,270102
271702,6037271702,7604859.172,13325.68225,18.934349,33.230255,3.2022829,3875,12.903226,4092,617,15.1,697,2454,559,382,9.3,30,946,23.1,3146,271702
271704,6037271704,5852767.974,11870.49684,9.0806856,22.659544,3.4086556,2918,10.281014,2996,690,23,769,1443,467,317,10.6,8,76,2.5,2920,271704
271801,6037271801,5165916.653,9610.551951,15.037108,27.428204,3.5106769,2992,3.3422461,3045,347,11.4,347,1382,972,344,11.3,53,1009,33.1,2036,271801
271803,6037271803,2460589.403,6334.912777,7.9760718,17.447657,2.9895365,3066,9.7847357,3231,443,13.7,462,1608,972,189,5.8,0,1015,31.4,2216,271803
271804,6037271804,3754565.303,10109.44717,2.5661588,20.088211,3.0045722,2317,4.3159256,2414,284,11.8,326,1237,581,270,11.2,16,539,22.3,1875,271804
271902,6037271902,9948084.653,12748.85997,7.5808539,16.403622,4.2944784,3762,7.9744816,3871,659,17,721,1750,830,570,14.7,62,993,25.7,2878,271902
272302,6037272302,5437258.841,10565.23658,8.0471296,29.205315,4.8045602,3805,5.2562418,3766,377,10,416,1698,1092,560,14.9,105,1781,47.3,1985,272302
273404,6037273404,2327819.847,7349.181813,6.4022269,20.180933,3.2805431,1297,7.7101002,1424,29,2,29,659,560,176,12.4,7,12,0.8,1412,273404
275313,6037275313,10521744.68,16011.01723,17.209011,31.883604,5.7988644,3299,6.0624433,3298,154,4.7,155,1443,803,897,27.2,74,751,22.8,2547,275313
275604,6037275604,16689091.14,25536.53983,3.7821324,5.2254529,2.3927534,9814,3.0568576,10065,2154,21.4,2188,5045,1788,1044,10.4,132,1557,15.5,8508,275604
275605,6037275605,11199011.52,17382.00888,10.912477,15.009311,2.4123921,2638,3.7907505,2701,381,14.1,392,1532,534,243,9,48,316,11.7,2385,275605
276101,6037276101,3512604.809,10402.96521,8.7013845,21.259064,3.0264816,2976,6.7204299,2991,203,6.8,217,2225,376,173,5.8,1,429,14.3,2562,276101
276102,6037276102,7089689.877,20588.7314,7.4750829,13.421926,3.0131826,3081,6.4913988,3262,524,16.1,524,1407,750,581,17.8,43,496,15.2,2766,276102
276601,6037276601,24108939.82,23283.34,4.9875932,8.8833742,4.6029921,3918,2.5523226,4136,712,17.2,723,1515,1100,798,19.3,113,610,14.7,3526,276601
276607,6037276607,5146159.7,11378.39487,12.794743,22.458447,3.3104041,2761,3.6218762,2787,364,13.1,410,1626,632,119,4.3,9,321,11.5,2466,276607
278001,6037278001,17381916.07,25351.63087,7.4422584,20.402054,4.0816326,2325,30.107527,2220,397,,397,762,672,389,,106,712,32.1,1508,278001
291110,6037291110,7657279.708,11598.8262,17.148808,35.570469,5.4143281,4660,6.4377685,4530,1543,17.9,1719,1635,833,343,17.5,10,2458,54.3,2072,291110
291120,6037291120,7550919.826,10995.43051,21.507065,40.620094,4.4943819,2398,4.1701417,2178,470,34.1,517,846,654,161,7.6,9,1449,66.5,729,291120
291130,6037291130,13902008.94,15841.29938,11.467756,22.935513,5.0017738,3361,11.90122,3492,712,21.6,766,1360,830,536,7.4,71,2325,66.6,1167,291130
291210,6037291210,13376733.66,15695.07752,13.984851,44.503971,5.5081816,4960,6.0483871,4752,734,20.4,811,2047,1291,603,15.3,117,2176,45.8,2576,291210
291220,6037291220,8812973.172,12324.81772,18.400463,43.929295,5.6996713,3310,3.021148,3008,489,15.4,571,965,936,536,12.7,134,1640,54.5,1368,291220
292001,6037292001,38000055.41,29400.30642,30.358366,58.571102,4.6055741,4582,8.7298126,4219,871,,1010,1541,1037,631,,62,2410,57.1,1809,292001
293203,6037293203,5012929.393,9650.830464,8.7015181,37.504215,4.1159964,3134,15.954052,2936,710,27.8,834,1045,813,244,10.3,18,1792,61,1144,293203
293205,6037293205,6841626.324,11447.7915,19.341442,53.129635,4.5861697,3478,11.500862,3487,763,37.5,861,1577,808,241,12.1,2,2024,58,1463,293205
293206,6037293206,4487548.202,9175.34237,20.926123,42.347118,4.587657,2967,3.3704078,2882,631,21.9,708,1340,656,178,6.9,0,1925,66.8,957,293206
293301,6037293301,9096252.06,14291.05018,7.5854702,10.220798,5.2107282,2821,3.5448422,2734,550,21.9,560,853,720,601,6.2,28,582,21.3,2152,293301
